,Orden de Satélite,Num OS,Estado,Satélite Procesos,Valor Unitario,Cantidad,Producto,SubTotal,Orden de Produccion,Proveedor,Orden Satélite PDF,Fecha Entrega a Satélite,Fecha Promesa a Molt,Ficha Técnica Producto,Orden de Producción Det,Creado por,Cliente,Id.,Costeo
6789,OS-0014645-5440-1-Delantal clasico,14645,Recibido Parcial,Estampado,1200.0,400.0,Delantal clasico,480000.0,OP-MINISO 0005440,COLOR PRINT SERVICE SAS - NELSON,,22/07/2024,26/07/2024,109012 FT. DELANTAL CAFÉ MINISO (1).pdf,5440-1-Delantal clasico,Cristian Esguerra,MINISO,55949552,COS-0009235 (Costeo)
6790,OS-0014644-5440-14-POLO MANGA LARGA,14644,Finalizado,Confección,4000.0,38.0,POLO MANGA LARGA,152000.0,OP-MINISO 0005440,COMERCIALIZADORA Y DISTRIBUIDORA HEAR SAS,,22/07/2024,31/07/2024,103091 FT. POLO MANGA LARGA NEGRO MINISO HOMBRE (2).pdf,5440-14-POLO MANGA LARGA,Cristian Esguerra,MINISO,55942474,COS-0009235 (Costeo)
6791,OS-0014643-5460-1-POLO MANGA LARGA,14643,Creado,Confección,4000.0,1.0,POLO MANGA LARGA,4000.0,OP-MINISO 0005460,,,19/07/2024,20/07/2024,103107 FT. POLO MANGA LARGA NEGRO ZONA FRANCA MINISO HOMBRE (1).pdf,5460-1-POLO MANGA LARGA,Cristian Esguerra,MINISO,55942388,COS-0009290 (Costeo)
6792,OS-0014642-5460-1-POLO MANGA LARGA,14642,Recibido Parcial,Confección,4000.0,159.0,POLO MANGA LARGA,636000.0,OP-MINISO 0005460,COMERCIALIZADORA Y DISTRIBUIDORA HEAR SAS,,22/07/2024,31/07/2024,103107 FT. POLO MANGA LARGA NEGRO ZONA FRANCA MINISO HOMBRE (1).pdf,5460-1-POLO MANGA LARGA,Cristian Esguerra,MINISO,55942353,COS-0009290 (Costeo)
6793,OS-0014641-5493-1-Laboratorio,14641,Finalizado,Bordado,1600.0,1200.0,Laboratorio,1920000.0,OP-Natural Freshly 0005493,SEIIBA  SAS,,19/07/2024,24/07/2024,107032 FT. BATA MANGA LARGA BLANCO DOS LOGOS MIELTERTOS POCIMAX NATURAL FRESHLY HOMBRE.pdf,5493-1-Laboratorio,Cristian Esguerra,Natural Freshly,55937299,COS-0008947 (Costeo)
6794,OS-0014640-5489-2-CONJUNTO ANTIFLUIDO,14640,En Proceso,Confección,14000.0,9.0,CONJUNTO ANTIFLUIDO,126000.0,OP-WHYNOT 0005489,TERESA TANGARIFE PINO,,19/07/2024,26/07/2024,107021 FT. BATA CHEF LILA WHY NOT HOMBRE.pdf,5489-2-CONJUNTO ANTIFLUIDO,Cristian Esguerra,WHYNOT,55921410,COS-0009281 (Costeo)
6795,OS-0014639-5489-1-CONJUNTO ANTIFLUIDO,14639,En Proceso,Confección,14000.0,6.0,CONJUNTO ANTIFLUIDO,84000.0,OP-WHYNOT 0005489,TERESA TANGARIFE PINO,,19/07/2024,26/07/2024,107033 FT. BATA CHEF LILA MANGA CORTA WHY NOT HOMBRE.pdf,5489-1-CONJUNTO ANTIFLUIDO,Cristian Esguerra,WHYNOT,55921275,COS-0009281 (Costeo)
6796,OS-0014638-5486-1-Pantalón dotación,14638,Finalizado,Corte y Confeccion,7000.0,110.0,Pantalón dotación,770000.0,OP-AGP COLOMBIA 0005486,ALVARO SALDAÑA AREVALO,,18/07/2024,19/07/2024,108076 FT. PANTALÓN RESORTADO NEGRO AGP HOMBRE.pdf,5486-1-Pantalón dotación,Cristian Esguerra,AGP COLOMBIA,55920705,COS-0009371 (Costeo)
6797,OS-0014637-5486-1-Pantalón dotación,14637,Finalizado,Corte y Confeccion,7000.0,160.0,Pantalón dotación,1120000.0,OP-AGP COLOMBIA 0005486,ALVARO SALDAÑA AREVALO,,19/07/2024,02/08/2024,108076 FT. PANTALÓN RESORTADO NEGRO AGP HOMBRE.pdf,5486-1-Pantalón dotación,Cristian Esguerra,AGP COLOMBIA,55920664,COS-0009371 (Costeo)
6798,OS-0014636-5482-1-Pantalón dotación,14636,Finalizado,Corte y Confeccion,7000.0,45.0,Pantalón dotación,315000.0,OP-AGP COLOMBIA 0005482,NELSON BERMUDEZ SOGAMOSO,,19/07/2024,02/08/2024,108076 FT. PANTALÓN RESORTADO NEGRO AGP HOMBRE.pdf,5482-1-Pantalón dotación,Cristian Esguerra,AGP COLOMBIA,55920515,COS-0009345 (Costeo)
6799,OS-0014635-5482-1-Pantalón dotación,14635,Finalizado,Corte y Confeccion,7000.0,67.0,Pantalón dotación,469000.0,OP-AGP COLOMBIA 0005482,ALVARO SALDAÑA AREVALO,,19/07/2024,02/08/2024,108076 FT. PANTALÓN RESORTADO NEGRO AGP HOMBRE.pdf,5482-1-Pantalón dotación,Cristian Esguerra,AGP COLOMBIA,55920463,COS-0009345 (Costeo)
6800,OS-0014634-5429-7-POLO MANGA LARGA,14634,En Proceso,Confección,4000.0,6.0,POLO MANGA LARGA,0.0,OP-MOLT Proyectos 0005429,DALAMA TEXTILES SAS,,18/07/2024,25/07/2024,103155 FT. POLO MANGA LARGA AZUL OSCURO ARCA DE NOE HOMBRE.pdf,5429-7-POLO MANGA LARGA,Cristian Esguerra,El Arca de Noé,55920264,COS-0009124 (Costeo)
6801,OS-0014633-5429-6-POLO MANGA LARGA,14633,En Proceso,Confección,4000.0,33.0,POLO MANGA LARGA,0.0,OP-MOLT Proyectos 0005429,DALAMA TEXTILES SAS,,18/07/2024,25/07/2024,203123 FT. POLO MANGA LARGA NARANJA ARCA DE NOE DAMA.pdf,5429-6-POLO MANGA LARGA,Cristian Esguerra,El Arca de Noé,55920185,COS-0009124 (Costeo)
6802,OS-0014632-5429-5-POLO MANGA LARGA,14632,En Proceso,Confección,4000.0,2.0,POLO MANGA LARGA,0.0,OP-MOLT Proyectos 0005429,DALAMA TEXTILES SAS,,18/07/2024,25/07/2024,103156 FT. POLO MANGA LARGA VERDE AGUA ARCA DE NOE HOMBRE.pdf,5429-5-POLO MANGA LARGA,Cristian Esguerra,El Arca de Noé,55920114,COS-0009124 (Costeo)
6803,OS-0014631-5429-4-POLO MANGA LARGA,14631,En Proceso,Confección,4000.0,42.0,POLO MANGA LARGA,0.0,OP-MOLT Proyectos 0005429,DALAMA TEXTILES SAS,,18/07/2024,25/07/2024,203125 FT. POLO MANGA LARGA VERDE AGUA ARCA DE NOE DAMA.pdf,5429-4-POLO MANGA LARGA,Cristian Esguerra,El Arca de Noé,55919968,COS-0009124 (Costeo)
6804,OS-0014630-5429-3-POLO MANGA LARGA,14630,En Proceso,Confección,4000.0,2.0,POLO MANGA LARGA,0.0,OP-MOLT Proyectos 0005429,DALAMA TEXTILES SAS,,18/07/2024,26/07/2024,103154 FT. POLO MANGA LARGA NARANJA ARCA DE NOE HOMBRE.pdf,5429-3-POLO MANGA LARGA,Cristian Esguerra,El Arca de Noé,55919851,COS-0009124 (Costeo)
6805,OS-0014629-5277-15-Otros,14629,En Proceso,Confección,2000.0,21.0,Otros,42000.0,OP-McCain 0005277,KAREN ROJAS PINZON,,19/07/2024,22/07/2024,,5277-15-Otros,Cristian Esguerra,McCain,55918485,COS-0008708 (Costeo)
6806,OS-0014628-5435-1-CHAQUETA MICHELIN,14628,En Proceso,Confección,13000.0,40.0,CHAQUETA MICHELIN,0.0,OP-Masser SAS - Terpel 0005435,KAREN ROJAS PINZON,,06/08/2024,12/08/2024,Chaqueta Roja Hombre - Altoque.pdf,5435-1-CHAQUETA MICHELIN,Cristian Esguerra,Masser SAS - Terpel,55918255,COS-0009205 (Costeo)
6807,OS-0014627-5463-2-CHAQUETA MICHELIN,14627,Finalizado,Confección,13000.0,111.0,CHAQUETA MICHELIN,0.0,OP-Masser SAS - Terpel 0005463,FERNANDO GIRALDO PAEZ,,19/07/2024,01/08/2024,Chaqueta Azúl Hombre _ Altoque.pdf,5463-2-CHAQUETA MICHELIN,Cristian Esguerra,Masser SAS - Terpel,55917902,COS-0009300 (Costeo)
6808,OS-0014626-5469-2-Camiseta polo,14626,Finalizado,Confección,4500.0,57.0,Camiseta polo,256500.0,OP-Masser SAS - Terpel 0005469,YOLIVETH MONTERO JIMENEZ,,19/07/2024,01/08/2024,103061 FT. POLO BLANCO ALTOQUE OPERARIO HOMBRE (2).pdf,5469-2-Camiseta polo,Cristian Esguerra,Masser SAS - Terpel,55916114,COS-0009307 (Costeo)
6809,OS-0014625-5469-1-Camiseta polo,14625,En Proceso,Confección,4500.0,297.0,Camiseta polo,1336500.0,OP-Masser SAS - Terpel 0005469,YOLIVETH MONTERO JIMENEZ,,19/07/2024,01/08/2024,203054 FT. POLO BLANCO ALTOQUE OPERARIO DAMA.pdf,5469-1-Camiseta polo,Cristian Esguerra,Masser SAS - Terpel,55916049,COS-0009307 (Costeo)
6810,OS-0014624-5495-17-Sastre Masculino,14624,En Proceso,Confección,110000.0,19.0,Sastre Masculino,2090000.0,OP-CLINICOS 0005495,ASCE Y KREA DOTACIONES SAS,,18/07/2024,03/08/2024,114001 FT. SASTRE AZUL OSCURO HOMBRE LOGO CLINICOS (5).pdf,5495-17-Sastre Masculino,Cristian Esguerra,CLINICOS,55914581,COS-0009381 (Costeo)
6811,OS-0014623-5495-16-Sastre Masculino,14623,Finalizado,Confección,110000.0,38.0,Sastre Masculino,4180000.0,OP-CLINICOS 0005495,ASCE Y KREA DOTACIONES SAS,,18/07/2024,03/08/2024,114006 FT. SASTRE GRIS OSCURO HOMBRE SIN LOGO COMPENSAR (14).pdf,5495-16-Sastre Masculino,Cristian Esguerra,CLINICOS,55914394,COS-0009381 (Costeo)
6812,OS-0014622-5495-15-Sastre Femenino,14622,En Proceso,Confección,80000.0,37.0,Sastre Femenino,2960000.0,OP-CLINICOS 0005495,ASCE Y KREA DOTACIONES SAS,,18/07/2024,03/08/2024,214001 FT. SASTRE AZUL OSCURO DAMA LOGO CLINICOS (4).pdf,5495-15-Sastre Femenino,Cristian Esguerra,CLINICOS,55914353,COS-0009381 (Costeo)
6813,OS-0014621-5470-1-POLO MANGA CORTA,14621,En Proceso,Corte y Confeccion,4000.0,40.0,POLO MANGA CORTA,160000.0,OP-CREDIMINUTO 0005470,CLAUDIA YICEL MARTINEZ SABOGAL,,17/07/2024,26/07/2024,,5470-1-POLO MANGA CORTA,Cristian Esguerra,CREDIMINUTO,55906591,COS-0009305 (Costeo)
6814,OS-0014620-5486-2-Camiseta polo,14620,Finalizado,Bordado,1200.0,50.0,Camiseta polo,60000.0,OP-AGP COLOMBIA 0005486,NOHEMI TINJACA REYES,,17/07/2024,22/07/2024,103133 FT. POLO ALGODÓN NEGRO AGP HOMBRE.pdf,5486-2-Camiseta polo,Cristian Esguerra,AGP COLOMBIA,55906366,COS-0009371 (Costeo)
6815,OS-0014619-5486-4-POLO MANGA CORTA,14619,Finalizado,Bordado,1200.0,70.0,POLO MANGA CORTA,84000.0,OP-AGP COLOMBIA 0005486,NOHEMI TINJACA REYES,,17/07/2024,26/07/2024,103136 FT. POLO PIQUÉ BLANCO HOMBRE.pdf,5486-4-POLO MANGA CORTA,Cristian Esguerra,AGP COLOMBIA,55903797,COS-0009371 (Costeo)
6816,OS-0014618-5486-3-POLO MANGA CORTA,14618,Finalizado,Bordado,1200.0,200.0,POLO MANGA CORTA,240000.0,OP-AGP COLOMBIA 0005486,NOHEMI TINJACA REYES,,17/07/2024,26/07/2024,103135 FT. POLO PIQUÉ NEGRO HOMBRE.pdf,5486-3-POLO MANGA CORTA,Cristian Esguerra,AGP COLOMBIA,55903702,COS-0009371 (Costeo)
6817,OS-0014617-5482-4-POLO MANGA CORTA,14617,Finalizado,Bordado,1200.0,100.0,POLO MANGA CORTA,120000.0,OP-AGP COLOMBIA 0005482,NOHEMI TINJACA REYES,,17/07/2024,26/07/2024,Polo Blanca.png,5482-4-POLO MANGA CORTA,Cristian Esguerra,AGP COLOMBIA,55903657,COS-0009345 (Costeo)
6818,OS-0014616-5482-3-POLO MANGA CORTA,14616,Finalizado,Bordado,1200.0,150.0,POLO MANGA CORTA,180000.0,OP-AGP COLOMBIA 0005482,NOHEMI TINJACA REYES,,17/07/2024,26/07/2024,103133 FT. POLO ALGODÓN NEGRO AGP HOMBRE.pdf,5482-3-POLO MANGA CORTA,Cristian Esguerra,AGP COLOMBIA,55903376,COS-0009345 (Costeo)
6819,OS-0014615-5503-1-Morral,14615,Finalizado,Paquete Completo,22000.0,100.0,Morral,2200000.0,OP-MERCICO 0005503,CASAVI,,17/07/2024,18/07/2024,Captura de pantalla 2024-07-15 a la(s) 1.48.57 p. m..png,5503-1-Morral,Cristian Esguerra,MERCICO,55902454,COS-0009412 (Costeo)
6820,OS-0014614-5482-2-Camiseta polo,14614,En Proceso,Corte y Confeccion,4000.0,50.0,Camiseta polo,200000.0,OP-AGP COLOMBIA 0005482,GLORIA LOZANO,,18/07/2024,26/07/2024,103133 FT. POLO ALGODÓN NEGRO AGP HOMBRE.pdf,5482-2-Camiseta polo,Cristian Esguerra,AGP COLOMBIA,55902259,COS-0009345 (Costeo)
6821,OS-0014613-5494-1-HODDIE ABIERTO,14613,Finalizado,Bordado,1500.0,15.0,HOA033 HOODIE ABIERTO,22500.0,OP-tecnoglass 0005494,SEIIBA  SAS,,17/07/2024,22/07/2024,Captura de pantalla 2024-07-09 a la(s) 2.05.31 p. m..png,5494-1-HODDIE ABIERTO,Cristian Esguerra,tecnoglass,55901623,COS-0009379 (Costeo)
6822,OS-0014612-5471-3-Cuello Motero/Ciclista,14612,En Proceso,Bordado,1000.0,1500.0,Cuello Motero/Ciclista,0.0,OP-Organización Terpel SA (Terpel) 0005471,CARLOS ANDRES PEREZ CELIS,,17/07/2024,22/07/2024,,5471-3-Cuello Motero/Ciclista,Cristian Esguerra,Organización Terpel SA (Terpel),55891454,COS-0009318 (Costeo)
6823,OS-0014611-5471-2-Cuello Motero/Ciclista,14611,Recibido Parcial,Bordado,1000.0,1500.0,Cuello Motero/Ciclista,0.0,OP-Organización Terpel SA (Terpel) 0005471,CARLOS ANDRES PEREZ CELIS,,16/07/2024,26/07/2024,,5471-2-Cuello Motero/Ciclista,Cristian Esguerra,Organización Terpel SA (Terpel),55891395,COS-0009318 (Costeo)
6824,OS-0014610-5440-17-POLO MANGA CORTA,14610,Recibido Parcial,Confección,4000.0,866.0,POLO MANGA CORTA,3464000.0,OP-MINISO 0005440,MC COMPANY SAS - EDWIN TORRES,,17/07/2024,29/07/2024,103092 FT. POLO MANGA CORTA BLANCO MINISO HOMBRE (1).pdf,5440-17-POLO MANGA CORTA,Cristian Esguerra,MINISO,55891088,COS-0009235 (Costeo)
6825,OS-0014609-5462-9-CHAQUETA ROMPEVIENTOS,14609,Finalizado,Confección,12500.0,16.0,CHAQUETA ROMPEVIENTOS CHAQUETA ROMPEVIENTOS,200000.0,OP-Masser SAS - Terpel 0005462,ALBA LUZ CORTES URREA,,17/07/2024,29/07/2024,106134 FT. CHAQUETA CAPOTA CUELLO ALTO ROJO SBARRO HOMBRE (1).pdf,5462-9-CHAQUETA ROMPEVIENTOS,Cristian Esguerra,Masser SAS - Terpel,55890576,COS-0009299 (Costeo)
6826,OS-0014608-5457-6-Rompevientos,14608,Finalizado,Confección,12500.0,11.0,Chaqueta Sport,137500.0,OP-Masser SAS - Terpel 0005457,ALBA LUZ CORTES URREA,,17/07/2024,29/07/2024,FT. BORDADO CAMISA AZUL SBARRO 09 MAY 2024.pdf,5457-6-Rompevientos,Cristian Esguerra,Masser SAS - Terpel,55890358,COS-0009259 (Costeo)
6827,OS-0014607-5436-9-CHAQUETA MICHELIN,14607,Finalizado,Confección,12500.0,70.0,CHAQUETA MICHELIN,875000.0,OP-Masser SAS - Terpel 0005436,ALBA LUZ CORTES URREA,,17/07/2024,29/07/2024,,5436-9-CHAQUETA MICHELIN,Cristian Esguerra,Masser SAS - Terpel,55889986,COS-0009230 (Costeo)
6828,OS-0014606-5463-3-Pantalón dotación,14606,Finalizado,Confección,7500.0,133.0,Pantalón dotación,997500.0,OP-Masser SAS - Terpel 0005463,SANDRA GARCIA,,29/08/2024,16/09/2024,Pantalón Mujer - Altoque.pdf,5463-3-Pantalón dotación,Cristian Esguerra,Masser SAS - Terpel,55889677,COS-0009300 (Costeo)
6829,OS-0014605-5462-1-DELANTAL CLASICO,14605,Finalizado,Estampado,1000.0,28.0,DELANTAL CLASICO,28000.0,OP-Masser SAS - Terpel 0005462,SEIIO,,17/07/2024,19/07/2024,109022 FT_ DELANTAL ROJO SBARRO.pdf,5462-1-DELANTAL CLASICO,Cristian Esguerra,Masser SAS - Terpel,55883983,COS-0009299 (Costeo)
6830,OS-0014604-5471-1-CHAQUETA SPORT,14604,Finalizado,Bordado,4200.0,350.0,CHAQUETA SPORT,1470000.0,OP-Organización Terpel SA (Terpel) 0005471,SEIIBA  SAS,,16/07/2024,19/07/2024,,5471-1-CHAQUETA SPORT,Cristian Esguerra,Organización Terpel SA (Terpel),55882553,COS-0009318 (Costeo)
6831,OS-0014603-5489-2-CONJUNTO ANTIFLUIDO,14603,Finalizado,Estampado,1000.0,9.0,CONJUNTO ANTIFLUIDO,9000.0,OP-WHYNOT 0005489,SEIIO,,16/07/2024,19/07/2024,107021 FT. BATA CHEF LILA WHY NOT HOMBRE.pdf,5489-2-CONJUNTO ANTIFLUIDO,Cristian Esguerra,WHYNOT,55882156,COS-0009281 (Costeo)
6832,OS-0014602-5489-1-CONJUNTO ANTIFLUIDO,14602,Finalizado,Estampado,1000.0,6.0,CONJUNTO ANTIFLUIDO,6000.0,OP-WHYNOT 0005489,SEIIO,,16/07/2024,19/07/2024,107033 FT. BATA CHEF LILA MANGA CORTA WHY NOT HOMBRE.pdf,5489-1-CONJUNTO ANTIFLUIDO,Cristian Esguerra,WHYNOT,55882083,COS-0009281 (Costeo)
6833,OS-0014601-5438-2-Gorra Curva,14601,Finalizado,Estampado,1500.0,20.0,Gorra Curva,30000.0,OP-Masser SAS - Terpel 0005438,SEIIO,,17/07/2024,19/07/2024,109021 FT. DELANTAL ALTOQUE SBARRO MIMO´S (1).pdf,5438-2-Gorra Curva,Cristian Esguerra,Masser SAS - Terpel,55880984,COS-0009233 (Costeo)
6834,OS-0014600-5478-2-POLO MANGA LARGA,14600,Finalizado,Bordado,8800.0,40.0,POLO MANGA LARGA,352000.0,OP-Organización Terpel SA (Terpel) 0005478,CARLOS ANDRES PEREZ CELIS,,17/07/2024,22/07/2024,203126 FT. POLO MATERNA ROJO AZUL OSCURO CINTA AJEDREZ TERPEL DAMA.pdf,5478-2-POLO MANGA LARGA,Cristian Esguerra,Organización Terpel SA (Terpel),55879641,COS-0009331 (Costeo)
6835,OS-0014599-5446-3-COFIA PIRATA,14599,Finalizado,Bordado,1300.0,90.0,COP047 COFIA PIRATA,117000.0,OP-Europastry Colombia SAS 0005446,NOHEMI TINJACA REYES,,16/07/2024,19/07/2024,313005 FT_ GORRO PIRATA NEGRO EUROPASTRY.pdf,5446-3-COFIA PIRATA,Cristian Esguerra,Europastry Colombia SAS,55878277,COS-0009252 (Costeo)
6836,OS-0014598-5463-3-Pantalón dotación,14598,Finalizado,Bordado,1100.0,133.0,Pantalón dotación,146300.0,OP-Masser SAS - Terpel 0005463,GRUPO EMPRESARIAL AGROTEX  IN SAS - GERSON,,27/08/2024,30/08/2024,Pantalón Mujer - Altoque.pdf,5463-3-Pantalón dotación,Cristian Esguerra,Masser SAS - Terpel,55873710,COS-0009300 (Costeo)
6837,OS-0014597-5497-1-CHAQUETA SPORT,14597,En Proceso,Estampado,19200.0,319.0,CHAQUETA SPORT,6124800.0,OP-MOLT Proyectos 0005497,DESIGNS AND PRINTS GAV S.A.S,,16/07/2024,22/07/2024,,5497-1-CHAQUETA SPORT,Cristian Esguerra,Pepsi,55870553,COS-0009385 (Costeo)
6838,OS-0014596-5440-18-PANTALON RESORTADO DAMA,14596,En Proceso,Confección,4000.0,4.0,PANTALON RESORTADO DAMA,16000.0,OP-MINISO 0005440,ALBA ROCIO TRIANA RIAÑO,,15/07/2024,19/07/2024,208043 FT. PANTALÓN RESORTADO BLANCO MINISO DAMA (2).pdf,5440-18-PANTALON RESORTADO DAMA,Cristian Esguerra,MINISO,55854079,COS-0009235 (Costeo)
6839,OS-0014595-5440-13-BLUSA ANTIFLUIDO,14595,Recibido Parcial,Confección,8000.0,4.0,BLUSA ANTIFLUIDO,32000.0,OP-MINISO 0005440,ALBA ROCIO TRIANA RIAÑO,,15/07/2024,19/07/2024,207020 FT. BATA CHEF BLANCA MINISO DAMA (1).pdf,5440-13-BLUSA ANTIFLUIDO,Cristian Esguerra,MINISO,55853919,COS-0009235 (Costeo)
6840,OS-0014594-5437-2-Camiseta polo,14594,En Proceso,Confección,4500.0,136.0,Camiseta polo,612000.0,OP-Masser SAS - Terpel 0005437,MAUDA  YANETH ALFONSO ROA,,16/07/2024,01/08/2024,Polo Blanca Hombre - Sbarro.pdf,5437-2-Camiseta polo,Cristian Esguerra,Masser SAS - Terpel,55852462,COS-0009232 (Costeo)
6841,OS-0014593-5466-1-Camiseta polo,14593,Finalizado,Confección,4500.0,112.0,Camiseta polo,504000.0,OP-Masser SAS - Terpel 0005466,MAUDA  YANETH ALFONSO ROA,,16/07/2024,01/08/2024,Polo Blanca Hombre - Sbarro.pdf,5466-1-Camiseta polo,Cristian Esguerra,Masser SAS - Terpel,55852360,COS-0009304 (Costeo)
6842,OS-0014592-5465-1-camisa,14592,Finalizado,Corte y Confeccion,12500.0,16.0,camisa,200000.0,OP-CREDIMINUTO 0005465,EMILCE SOLER MARTINEZ,,15/07/2024,19/07/2024,FT. BLUSA MATERNA ROJA MANGA LARGA LOGO CREDIMINUTO.pdf,5465-1-camisa,Cristian Esguerra,CREDIMINUTO,55850487,COS-0009245 (Costeo)
6843,OS-0014591-5463-6-Camiseta polo,14591,Recibido Parcial,Confección,4500.0,59.0,Camiseta polo,265500.0,OP-Masser SAS - Terpel 0005463,COMERCIALIZADORA FLIPPER SPORT SAS,,15/07/2024,01/08/2024,103062 FT. POLO AZUL TURQUESA ALTOQUE OPERARIO HOMBRE.pdf,5463-6-Camiseta polo,Cristian Esguerra,Masser SAS - Terpel,55834761,COS-0009300 (Costeo)
6844,OS-0014590-5463-5-Camiseta polo,14590,Recibido Parcial,Confección,4500.0,300.0,Camiseta polo,1350000.0,OP-Masser SAS - Terpel 0005463,COMERCIALIZADORA FLIPPER SPORT SAS,,15/07/2024,01/08/2024,203055 FT. POLO AZUL TURQUESA ALTOQUE OPERARIO DAMA (1).pdf,5463-5-Camiseta polo,Cristian Esguerra,Masser SAS - Terpel,55834615,COS-0009300 (Costeo)
6845,OS-0014589-5435-4-Camiseta polo,14589,Finalizado,Confección,4500.0,40.0,Camiseta polo,180000.0,OP-Masser SAS - Terpel 0005435,COMERCIALIZADORA FLIPPER SPORT SAS,,15/07/2024,01/08/2024,203055 FT. POLO AZUL TURQUESA ALTOQUE OPERARIO DAMA.pdf,5435-4-Camiseta polo,Cristian Esguerra,Masser SAS - Terpel,55834494,COS-0009205 (Costeo)
6846,OS-0014588-5411-3-OXFORD,14588,Recibido Parcial,Confección,12000.0,280.0,OXFORD,3360000.0,OP-PARKING INTERNATIONAL S A S 0005411,COMPAÑIA JHEMA INTERNACIONAL SAS,,15/07/2024,25/07/2024,202036 FT. BLUSA BLANCO VERDE GRIS PARKING DAMA.pdf,5411-3-OXFORD,Cristian Esguerra,PARKING INTERNATIONAL S A S,55833742,COS-0009138 (Costeo)
6847,OS-0014587-5420-32-CHAQUETA MICHELIN,14587,Finalizado,Confección,12000.0,5.0,CHAQUETA MICHELIN,60000.0,OP-TALMA COLOMBIA 0005420,ALBA ROCIO TRIANA RIAÑO,,15/07/2024,19/07/2024,,5420-32-CHAQUETA MICHELIN,Cristian Esguerra,TALMA COLOMBIA,55833239,COS-0009156 (Costeo)
6848,OS-0014586-5453-2-PANTALÓN CARGO,14586,Finalizado,Confección,5000.0,99.0,PANTALÓN CARGO,495000.0,OP-McCain 0005453,DEISY MIREYA GUERRERO DAZA,,15/07/2024,29/07/2024,112018 FT_ CONJUNTO MANGA CORTA BLANCO McCAIN HOMBRE-2.pdf,5453-2-PANTALÓN CARGO,Cristian Esguerra,McCain,55833063,COS-0009267 (Costeo)
6849,OS-0014585-5453-1-BLUSA ANTIFLUIDO,14585,Finalizado,Confección,6000.0,96.0,BLUSA ANTIFLUIDO,0.0,OP-McCain 0005453,DEISY MIREYA GUERRERO DAZA,,15/07/2024,29/07/2024,112018 FT_ CONJUNTO MANGA CORTA BLANCO McCAIN HOMBRE.pdf,5453-1-BLUSA ANTIFLUIDO,Cristian Esguerra,McCain,55832913,COS-0009267 (Costeo)
6850,OS-0014584-5472-2-PANTALON RESORTADO CABALLERO,14584,Finalizado,Confección,11500.0,2.0,PANTALON RESORTADO CABALLERO,23000.0,OP-Hoteles Decameron 0005472,NELSON BERMUDEZ SOGAMOSO,,15/07/2024,19/07/2024,No.28 FT. PANTALÓN CALLE CARGO CAQUI DECAMERON EXPLORER OPERATIVO DAMA.pdf,5472-2-PANTALON RESORTADO CABALLERO,Cristian Esguerra,Hoteles Decameron,55831865,COS-0009320 (Costeo)
6851,OS-0014583-5472-4-Pantalón dotación,14583,Finalizado,Confección,10000.0,2.0,Pantalón dotación,20000.0,OP-Hoteles Decameron 0005472,NELSON BERMUDEZ SOGAMOSO,,15/07/2024,19/07/2024,No.17 FT. PANTALÓN CALLE CAQUI DECAMERON EXPLORER BACK DAMA.pdf,5472-4-Pantalón dotación,Cristian Esguerra,Hoteles Decameron,55831794,COS-0009320 (Costeo)
6852,OS-0014582-5472-3-Pantalón dotación,14582,Finalizado,Confección,10000.0,2.0,Pantalón dotación,20000.0,OP-Hoteles Decameron 0005472,NELSON BERMUDEZ SOGAMOSO,,15/07/2024,19/07/2024,No.85 FT. PANTALÓN CALLE CAQUI DECAMERON EXPLORER SOPORTE DAMA.pdf,5472-3-Pantalón dotación,Cristian Esguerra,Hoteles Decameron,55831559,COS-0009320 (Costeo)
6853,OS-0014581-5452-1-CHAQUETA SPORT,14581,Finalizado,Confección,15000.0,3.0,CHAQUETA SPORT,0.0,OP-Organización Terpel SA (Terpel) 0005452,ALBA ROCIO TRIANA RIAÑO,,15/07/2024,17/07/2024,,5452-1-CHAQUETA SPORT,Cristian Esguerra,Organización Terpel SA (Terpel),55831062,COS-0009266 (Costeo)
6854,OS-0014580-5453-4-camisa,14580,Finalizado,Confección,11000.0,3.0,camisa,33000.0,OP-McCain 0005453,LUZMILA REYES ROJAS,,12/07/2024,16/07/2024,112019 FT_ CONJUNTO MANGA LARGA CAQUI McCAIN HOMBRE-2.pdf,5453-4-camisa,Cristian Esguerra,McCain,55830322,COS-0009267 (Costeo)
6855,OS-0014579-5453-7-Gorro Pesquero,14579,Finalizado,Bordado,1300.0,25.0,Gorro Pesquero,32500.0,OP-McCain 0005453,SEIIBA  SAS,,12/07/2024,15/07/2024,310048 FT_ GORRA CHAVO VERDE BOTELLA McCAIN.pdf,5453-7-Gorro Pesquero,Cristian Esguerra,McCain,55829445,COS-0009267 (Costeo)
6856,OS-0014578-5490-1-camisa,14578,Finalizado,Confección,14000.0,150.0,camisa,2100000.0,OP-TALMA COLOMBIA 0005490,CAMISAS ALHERS LTDA,,12/07/2024,26/07/2024,202087 FT. BLUSA POPELINA BLANCA RAYA AZUL MANGA CORTA TALMA DAMA (2).pdf,5490-1-camisa,Cristian Esguerra,TALMA COLOMBIA,55828932,COS-0009378 (Costeo)
